t x y
10.03 5.18066 7.46229
10.04 5.17153 7.46651
10.05 5.16239 7.47072
10.06 5.15325 7.47492
10.07 5.1441 7.47911
10.08 5.13494 7.48329
10.09 5.12577 7.48746
10.1 5.1166 7.49162
10.11 5.10742 7.49577
10.12 5.09824 7.49991
10.13 5.08904 7.50404
10.14 5.07985 7.50816
10.15 5.07064 7.51227
10.16 5.06143 7.51637
10.17 5.05221 7.52046
10.18 5.04298 7.52454
10.19 5.03375 7.52861
10.2 5.02451 7.53267
10.21 5.01526 7.53672
10.22 5.00601 7.54076
10.23 4.99675 7.54479
10.24 4.98748 7.54881
10.25 4.97821 7.55282
10.26 4.96892 7.55682
10.27 4.95964 7.5608
10.28 4.95034 7.56478
10.29 4.94104 7.56875
10.3 4.93174 7.57271
10.31 4.92242 7.57665
10.32 4.9131 7.58059
10.33 4.90377 7.58452
10.34 4.89444 7.58844
10.35 4.8851 7.59234
10.36 4.87575 7.59624
10.37 4.8664 7.60012
10.38 4.85704 7.604
10.39 4.84767 7.60786
10.4 4.8383 7.61172
10.41 4.82892 7.61556
10.42 4.81953 7.6194
10.43 4.81013 7.62322
10.44 4.80073 7.62703
10.45 4.79133 7.63083
10.46 4.78191 7.63463
10.47 4.77249 7.63841
10.48 4.76307 7.64218
10.49 4.75364 7.64594
10.5 4.7442 7.64969
10.51 4.73475 7.65343
10.52 4.7253 7.65716
10.53 4.71584 7.66088
10.54 4.70637 7.66459
10.55 4.6969 7.66828
10.56 4.68742 7.67197
10.57 4.67794 7.67565
10.58 4.66845 7.67931
10.59 4.65895 7.68297
10.6 4.64945 7.68661
10.61 4.63994 7.69025
10.62 4.63042 7.69387
10.63 4.6209 7.69749
10.64 4.61137 7.70109
10.65 4.60183 7.70468
10.66 4.59229 7.70826
10.67 4.58274 7.71183
10.68 4.57318 7.71539
10.69 4.56362 7.71894
10.7 4.55406 7.72248
10.71 4.54448 7.72601
10.72 4.5349 7.72952
10.73 4.52531 7.73303
10.74 4.51572 7.73652
10.75 4.50612 7.74001
10.76 4.49652 7.74348
10.77 4.48691 7.74695
10.78 4.47729 7.7504
10.79 4.46766 7.75384
10.8 4.45803 7.75727
10.81 4.4484 7.76069
10.82 4.43875 7.7641
10.83 4.4291 7.7675
10.84 4.41945 7.77088
10.85 4.40979 7.77426
10.86 4.40012 7.77763
10.87 4.39045 7.78098
10.88 4.38077 7.78432
10.89 4.37108 7.78766
10.9 4.36139 7.79098
10.91 4.35169 7.79429
10.92 4.34198 7.79759
10.93 4.33227 7.80088
10.94 4.32256 7.80416
10.95 4.31283 7.80742
10.96 4.30311 7.81068
10.97 4.29337 7.81392
10.98 4.28363 7.81716
10.99 4.27388 7.82038
11 4.26413 7.82359
11.01 4.25437 7.82679
11.02 4.24461 7.82998
11.03 4.23483 7.83316
11.04 4.22506 7.83633
11.05 4.21527 7.83949
11.06 4.20548 7.84263
11.07 4.19569 7.84576
11.08 4.18589 7.84889
11.09 4.17608 7.852
11.1 4.16627 7.8551
11.11 4.15645 7.85819
11.12 4.14662 7.86127
11.13 4.13679 7.86434
11.14 4.12696 7.86739
11.15 4.11712 7.87044
11.16 4.10727 7.87347
11.17 4.09741 7.87649
11.18 4.08755 7.8795
11.19 4.07769 7.8825
11.2 4.06782 7.88549
11.21 4.05794 7.88847
11.22 4.04805 7.89143
11.23 4.03817 7.89439
11.24 4.02827 7.89733
11.25 4.01837 7.90026
11.26 4.00846 7.90318
11.27 3.99855 7.90609
11.28 3.98863 7.90899
11.29 3.97871 7.91188
11.3 3.96878 7.91475
11.31 3.95884 7.91762
11.32 3.9489 7.92047
11.33 3.93896 7.92331
11.34 3.929 7.92614
11.35 3.91905 7.92896
11.36 3.90908 7.93176
11.37 3.89911 7.93456
11.38 3.88914 7.93734
11.39 3.87916 7.94011
11.4 3.86917 7.94288
11.41 3.85918 7.94562
11.42 3.84918 7.94836
11.43 3.83918 7.95109
11.44 3.82917 7.9538
11.45 3.81916 7.9565
11.46 3.80914 7.9592
11.47 3.79911 7.96188
11.48 3.78908 7.96454
11.49 3.77904 7.9672
11.5 3.769 7.96985
11.51 3.75896 7.97248
11.52 3.7489 7.9751
11.53 3.73884 7.97771
11.54 3.72878 7.98031
11.55 3.71871 7.98289
11.56 3.70864 7.98547
11.57 3.69856 7.98803
11.58 3.68847 7.99058
11.59 3.67838 7.99312
11.6 3.66828 7.99565
11.61 3.65818 7.99817
11.62 3.64808 8.00067
11.63 3.63796 8.00317
11.64 3.62785 8.00565
11.65 3.61772 8.00812
11.66 3.60759 8.01057
11.67 3.59746 8.01302
11.68 3.58732 8.01545
11.69 3.57718 8.01787
11.7 3.56703 8.02028
11.71 3.55687 8.02268
11.72 3.54671 8.02507
11.73 3.53655 8.02744
11.74 3.52638 8.02981
11.75 3.5162 8.03216
11.76 3.50602 8.0345
11.77 3.49583 8.03682
11.78 3.48564 8.03914
11.79 3.47544 8.04144
11.8 3.46524 8.04373
11.81 3.45504 8.04601
11.82 3.44482 8.04828
11.83 3.43461 8.05053
11.84 3.42438 8.05277
11.85 3.41416 8.05501
11.86 3.40392 8.05722
11.87 3.39369 8.05943
11.88 3.38344 8.06163
11.89 3.37319 8.06381
11.9 3.36294 8.06598
11.91 3.35268 8.06814
11.92 3.34242 8.07029
11.93 3.33215 8.07242
11.94 3.32188 8.07454
11.95 3.3116 8.07665
11.96 3.30132 8.07875
11.97 3.29103 8.08084
11.98 3.28074 8.08291
11.99 3.27044 8.08497
12 3.26014 8.08702
12.01 3.24983 8.08906
12.02 3.23952 8.09108
12.03 3.2292 8.0931
12.04 3.21888 8.0951
12.05 3.20855 8.09708
12.06 3.19822 8.09906
12.07 3.18788 8.10102
12.08 3.17754 8.10298
12.09 3.16719 8.10491
12.1 3.15684 8.10684
12.11 3.14648 8.10876
12.12 3.13612 8.11066
12.13 3.12576 8.11255
12.14 3.11539 8.11443
12.15 3.10501 8.11629
12.16 3.09463 8.11814
12.17 3.08425 8.11998
12.18 3.07386 8.12181
12.19 3.06346 8.12363
12.2 3.05307 8.12543
12.21 3.04266 8.12722
12.22 3.03225 8.129
12.23 3.02184 8.13077
12.24 3.01142 8.13252
12.25 3.001 8.13426
12.26 2.99058 8.13599
12.27 2.98014 8.13771
12.28 2.96971 8.13941
12.29 2.95927 8.1411
12.3 2.94882 8.14278
12.31 2.93837 8.14444
12.32 2.92792 8.1461
12.33 2.91746 8.14774
12.34 2.907 8.14937
12.35 2.89653 8.15098
12.36 2.88606 8.15259
12.37 2.87558 8.15418
12.38 2.8651 8.15575
12.39 2.85462 8.15732
12.4 2.84413 8.15887
12.41 2.83363 8.16041
12.42 2.82313 8.16194
12.43 2.81263 8.16345
12.44 2.80212 8.16496
12.45 2.79161 8.16645
12.46 2.7811 8.16792
12.47 2.77058 8.16939
12.48 2.76005 8.17084
12.49 2.74952 8.17228
12.5 2.73899 8.1737
12.51 2.72845 8.17511
12.52 2.71791 8.17651
12.53 2.70736 8.1779
12.54 2.69681 8.17928
12.55 2.68626 8.18064
12.56 2.6757 8.18199
12.57 2.66514 8.18332
12.58 2.65457 8.18465
12.59 2.644 8.18596
12.6 2.63342 8.18725
12.61 2.62284 8.18854
12.62 2.61226 8.18981
12.63 2.60167 8.19107
12.64 2.59108 8.19231
12.65 2.58049 8.19355
12.66 2.56989 8.19477
12.67 2.55928 8.19598
12.68 2.54867 8.19717
12.69 2.53806 8.19835
12.7 2.52745 8.19952
12.71 2.51683 8.20067
12.72 2.5062 8.20182
12.73 2.49557 8.20295
12.74 2.48494 8.20406
12.75 2.47431 8.20517
12.76 2.46367 8.20626
12.77 2.45302 8.20733
12.78 2.44237 8.2084
12.79 2.43172 8.20945
12.8 2.42107 8.21049
12.81 2.41041 8.21151
12.82 2.39974 8.21252
12.83 2.38908 8.21352
12.84 2.37841 8.21451
12.85 2.36773 8.21548
12.86 2.35705 8.21644
12.87 2.34637 8.21739
12.88 2.33568 8.21832
12.89 2.325 8.21924
12.9 2.3143 8.22015
12.91 2.3036 8.22104
12.92 2.2929 8.22192
12.93 2.2822 8.22279
12.94 2.27149 8.22364
12.95 2.26078 8.22448
12.96 2.25006 8.22531
12.97 2.23934 8.22612
12.98 2.22862 8.22692
12.99 2.2179 8.22771
13 2.20717 8.22848
13.01 2.19643 8.22925
13.02 2.18569 8.22999
13.03 2.17495 8.23073
13.04 2.16421 8.23145
13.05 2.15346 8.23216
13.06 2.14271 8.23285
13.07 2.13196 8.23353
13.08 2.1212 8.2342
13.09 2.11044 8.23485
13.1 2.09967 8.23549
13.11 2.0889 8.23612
13.12 2.07813 8.23673
13.13 2.06736 8.23733
13.14 2.05658 8.23792
13.15 2.0458 8.23849
13.16 2.03501 8.23905
13.17 2.02422 8.2396
13.18 2.01343 8.24013
13.19 2.00263 8.24065
13.2 1.99184 8.24116
13.21 1.98103 8.24165
13.22 1.97023 8.24213
13.23 1.95942 8.2426
13.24 1.94861 8.24305
13.25 1.9378 8.24349
13.26 1.92698 8.24391
13.27 1.91616 8.24432
13.28 1.90533 8.24472
13.29 1.8945 8.2451
13.3 1.88367 8.24547
13.31 1.87284 8.24583
13.32 1.862 8.24617
13.33 1.85116 8.2465
13.34 1.84032 8.24682
13.35 1.82948 8.24712
13.36 1.81863 8.24741
13.37 1.80777 8.24768
13.38 1.79692 8.24794
13.39 1.78606 8.24819
13.4 1.7752 8.24842
13.41 1.76434 8.24864
13.42 1.75347 8.24885
13.43 1.7426 8.24904
13.44 1.73173 8.24922
13.45 1.72085 8.24939
13.46 1.70997 8.24954
13.47 1.69909 8.24967
13.48 1.68821 8.2498
13.49 1.67732 8.24991
13.5 1.66643 8.25
13.51 1.65554 8.25008
13.52 1.64464 8.25015
13.53 1.63375 8.25021
13.54 1.62284 8.25025
13.55 1.61194 8.25027
13.56 1.60104 8.25029
13.57 1.59013 8.25028
13.58 1.57921 8.25027
13.59 1.5683 8.25024
13.6 1.55738 8.2502
13.61 1.54646 8.25014
13.62 1.53554 8.25007
13.63 1.52462 8.24998
13.64 1.51369 8.24989
13.65 1.50276 8.24977
13.66 1.49183 8.24965
13.67 1.48089 8.2495
13.68 1.46995 8.24935
13.69 1.45901 8.24918
13.7 1.44807 8.249
13.71 1.43713 8.2488
13.72 1.42618 8.24859
13.73 1.41523 8.24836
13.74 1.40428 8.24813
13.75 1.39332 8.24787
13.76 1.38237 8.2476
13.77 1.37141 8.24732
13.78 1.36044 8.24703
13.79 1.34948 8.24672
13.8 1.33851 8.24639
13.81 1.32754 8.24606
13.82 1.31657 8.2457
13.83 1.3056 8.24534
13.84 1.29463 8.24496
13.85 1.28365 8.24456
13.86 1.27267 8.24415
13.87 1.26169 8.24373
13.88 1.2507 8.24329
13.89 1.23971 8.24284
13.9 1.22873 8.24238
13.91 1.21774 8.2419
13.92 1.20674 8.2414
13.93 1.19575 8.24089
13.94 1.18475 8.24037
13.95 1.17375 8.23983
13.96 1.16275 8.23928
13.97 1.15175 8.23872
13.98 1.14074 8.23814
13.99 1.12974 8.23754
14 1.11873 8.23693
14.01 1.10772 8.23631
14.02 1.0967 8.23567
14.03 1.08569 8.23502
14.04 1.07467 8.23436
14.05 1.06365 8.23368
14.06 1.05263 8.23298
14.07 1.04161 8.23227
14.08 1.03059 8.23155
14.09 1.01956 8.23081
14.1 1.00853 8.23006
14.11 0.997502 8.22929
14.12 0.986471 8.22851
14.13 0.975438 8.22771
14.14 0.964403 8.2269
14.15 0.953367 8.22608
14.16 0.942328 8.22524
14.17 0.931289 8.22439
14.18 0.920247 8.22352
14.19 0.909204 8.22264
14.2 0.89816 8.22174
14.21 0.887114 8.22083
14.22 0.876066 8.2199
14.23 0.865017 8.21896
14.24 0.853966 8.218
14.25 0.842913 8.21703
14.26 0.83186 8.21605
14.27 0.820804 8.21505
14.28 0.809747 8.21404
14.29 0.798689 8.21301
14.3 0.78763 8.21197
14.31 0.776568 8.21091
14.32 0.765506 8.20984
14.33 0.754442 8.20875
14.34 0.743377 8.20765
14.35 0.732311 8.20653
14.36 0.721243 8.2054
14.37 0.710174 8.20425
14.38 0.699103 8.20309
14.39 0.688032 8.20192
14.4 0.676959 8.20073
14.41 0.665885 8.19953
14.42 0.65481 8.19831
14.43 0.643733 8.19707
14.44 0.632656 8.19582
14.45 0.621577 8.19456
14.46 0.610497 8.19328
14.47 0.599416 8.19199
14.48 0.588334 8.19068
14.49 0.577251 8.18936
14.5 0.566167 8.18802
14.51 0.555082 8.18667
14.52 0.543996 8.1853
14.53 0.532909 8.18392
14.54 0.52182 8.18252
14.55 0.510731 8.18111
14.56 0.499641 8.17969
14.57 0.48855 8.17825
14.58 0.477459 8.17679
14.59 0.466366 8.17532
14.6 0.455273 8.17383
14.61 0.444178 8.17233
14.62 0.433083 8.17082
14.63 0.421987 8.16929
14.64 0.41089 8.16774
14.65 0.399793 8.16618
14.66 0.388695 8.16461
14.67 0.377596 8.16302
14.68 0.366496 8.16141
14.69 0.355396 8.15979
14.7 0.344295 8.15816
14.71 0.333194 8.15651
14.72 0.322092 8.15484
14.73 0.310989 8.15316
14.74 0.299885 8.15146
14.75 0.288782 8.14975
14.76 0.277677 8.14803
14.77 0.266572 8.14629
14.78 0.255467 8.14453
14.79 0.244361 8.14276
14.8 0.233255 8.14098
14.81 0.222148 8.13918
14.82 0.211041 8.13736
14.83 0.199933 8.13553
14.84 0.188825 8.13369
14.85 0.177717 8.13183
14.86 0.166608 8.12995
14.87 0.155499 8.12806
14.88 0.14439 8.12615
14.89 0.133281 8.12423
14.9 0.122171 8.12229
14.91 0.111061 8.12034
14.92 0.0999508 8.11838
14.93 0.0888405 8.11639
14.94 0.07773 8.1144
14.95 0.0666193 8.11239
14.96 0.0555085 8.11036
14.97 0.0443976 8.10831
14.98 0.0332866 8.10626
14.99 0.0221756 8.10418
15 0.0110645 8.1021
15.01 -4.66039e-005 8.09999
15.02 -0.0111577 8.09787
15.03 -0.0222688 8.09574
15.04 -0.0333798 8.09359
15.05 -0.0444908 8.09143
15.06 -0.0556017 8.08925
15.07 -0.0667125 8.08705
15.08 -0.0778232 8.08484
15.09 -0.0889337 8.08261
15.1 -0.100044 8.08037
15.11 -0.111154 8.07812
15.12 -0.122264 8.07585
15.13 -0.133374 8.07356
15.14 -0.144483 8.07126
15.15 -0.155592 8.06894
15.16 -0.166701 8.06661
15.17 -0.17781 8.06426
15.18 -0.188918 8.06189
15.19 -0.200026 8.05951
15.2 -0.211134 8.05712
15.21 -0.222241 8.05471
15.22 -0.233347 8.05228
15.23 -0.244454 8.04984
15.24 -0.255559 8.04739
15.25 -0.266665 8.04492
15.26 -0.277769 8.04243
15.27 -0.288874 8.03993
15.28 -0.299977 8.03741
15.29 -0.31108 8.03488
15.3 -0.322183 8.03233
15.31 -0.333285 8.02976
15.32 -0.344386 8.02718
15.33 -0.355486 8.02459
15.34 -0.366586 8.02198
15.35 -0.377685 8.01935
15.36 -0.388784 8.01671
15.37 -0.399882 8.01405
15.38 -0.410978 8.01138
15.39 -0.422075 8.00869
15.4 -0.43317 8.00599
15.41 -0.444264 8.00327
15.42 -0.455358 8.00053
15.43 -0.466451 7.99778
15.44 -0.477542 7.99502
15.45 -0.488633 7.99224
15.46 -0.499723 7.98944
15.47 -0.510812 7.98663
15.48 -0.5219 7.9838
15.49 -0.532987 7.98096
15.5 -0.544073 7.9781
15.51 -0.555158 7.97522
15.52 -0.566242 7.97233
15.53 -0.577324 7.96943
15.54 -0.588406 7.9665
15.55 -0.599486 7.96357
15.56 -0.610565 7.96061
15.57 -0.621643 7.95764
15.58 -0.63272 7.95466
15.59 -0.643795 7.95166
15.6 -0.65487 7.94864
15.61 -0.665943 7.94561
15.62 -0.677014 7.94257
15.63 -0.688084 7.9395
15.64 -0.699153 7.93643
15.65 -0.710221 7.93333
15.66 -0.721287 7.93022
15.67 -0.732352 7.9271
15.68 -0.743415 7.92396
15.69 -0.754477 7.9208
15.7 -0.765537 7.91763
15.71 -0.776596 7.91444
15.72 -0.787653 7.91123
15.73 -0.798709 7.90801
15.74 -0.809763 7.90478
15.75 -0.820815 7.90153
15.76 -0.831866 7.89826
15.77 -0.842915 7.89498
15.78 -0.853963 7.89168
15.79 -0.865009 7.88836
15.8 -0.876053 7.88503
15.81 -0.887095 7.88169
15.82 -0.898135 7.87833
15.83 -0.909174 7.87495
15.84 -0.920211 7.87156
15.85 -0.931246 7.86815
15.86 -0.942279 7.86472
15.87 -0.95331 7.86128
15.88 -0.96434 7.85782
15.89 -0.975367 7.85435
15.9 -0.986392 7.85086
15.91 -0.997416 7.84736
15.92 -1.00844 7.84384
15.93 -1.01946 7.8403
15.94 -1.03047 7.83675
15.95 -1.04149 7.83318
15.96 -1.0525 7.8296
15.97 -1.06351 7.826
15.98 -1.07452 7.82239
15.99 -1.08553 7.81875
16 -1.09653 7.81511
16.01 -1.10754 7.81144
16.02 -1.11854 7.80777
16.03 -1.12953 7.80407
16.04 -1.14053 7.80036
16.05 -1.15152 7.79663
16.06 -1.16251 7.79289
16.07 -1.1735 7.78913
16.08 -1.18449 7.78536
16.09 -1.19547 7.78157
16.1 -1.20645 7.77776
16.11 -1.21743 7.77394
16.12 -1.22841 7.7701
16.13 -1.23938 7.76625
16.14 -1.25035 7.76238
16.15 -1.26132 7.75849
16.16 -1.27228 7.75459
16.17 -1.28325 7.75067
16.18 -1.29421 7.74674
16.19 -1.30517 7.74279
16.2 -1.31612 7.73882
16.21 -1.32707 7.73484
16.22 -1.33802 7.73084
16.23 -1.34897 7.72683
16.24 -1.35991 7.7228
16.25 -1.37086 7.71875
16.26 -1.38179 7.71469
16.27 -1.39273 7.71061
16.28 -1.40366 7.70652
16.29 -1.41459 7.70241
16.3 -1.42552 7.69828
16.31 -1.43644 7.69414
16.32 -1.44736 7.68998
16.33 -1.45828 7.68581
16.34 -1.4692 7.68162
16.35 -1.48011 7.67741
16.36 -1.49102 7.67319
16.37 -1.50192 7.66895
16.38 -1.51283 7.66469
16.39 -1.52372 7.66042
16.4 -1.53462 7.65614
16.41 -1.54551 7.65183
16.42 -1.5564 7.64751
16.43 -1.56729 7.64318
16.44 -1.57817 7.63883
16.45 -1.58905 7.63446
16.46 -1.59993 7.63008
16.47 -1.6108 7.62568
16.48 -1.62167 7.62126
16.49 -1.63254 7.61683
16.5 -1.6434 7.61238
16.51 -1.65426 7.60792
16.52 -1.66511 7.60344
16.53 -1.67597 7.59894
16.54 -1.68681 7.59443
16.55 -1.69766 7.5899
16.56 -1.7085 7.58536
16.57 -1.71934 7.5808
16.58 -1.73017 7.57622
16.59 -1.741 7.57163
16.6 -1.75183 7.56702
16.61 -1.76265 7.56239
16.62 -1.77347 7.55775
16.63 -1.78429 7.55309
16.64 -1.7951 7.54842
16.65 -1.80591 7.54373
16.66 -1.81671 7.53902
16.67 -1.82751 7.5343
16.68 -1.83831 7.52956
16.69 -1.8491 7.52481
16.7 -1.85989 7.52004
16.71 -1.87067 7.51525
16.72 -1.88145 7.51045
16.73 -1.89223 7.50563
16.74 -1.903 7.50079
16.75 -1.91377 7.49594
16.76 -1.92453 7.49108
16.77 -1.93529 7.48619
16.78 -1.94605 7.48129
16.79 -1.9568 7.47637
16.8 -1.96754 7.47144
16.81 -1.97829 7.46649
16.82 -1.98902 7.46153
16.83 -1.99976 7.45655
16.84 -2.01049 7.45155
16.85 -2.02121 7.44654
16.86 -2.03193 7.44151
16.87 -2.04265 7.43646
16.88 -2.05336 7.4314
16.89 -2.06407 7.42632
16.9 -2.07477 7.42123
16.91 -2.08547 7.41611
16.92 -2.09617 7.41099
16.93 -2.10686 7.40584
16.94 -2.11754 7.40068
16.95 -2.12822 7.39551
16.96 -2.1389 7.39032
16.97 -2.14957 7.38511
16.98 -2.16023 7.37988
16.99 -2.17089 7.37464
17 -2.18155 7.36939
17.01 -2.1922 7.36411
17.02 -2.20285 7.35882
17.03 -2.21349 7.35352
17.04 -2.22413 7.3482
17.05 -2.23476 7.34286
17.06 -2.24539 7.3375
17.07 -2.25601 7.33213
17.08 -2.26663 7.32675
17.09 -2.27724 7.32134
17.1 -2.28785 7.31592
17.11 -2.29845 7.31049
17.12 -2.30904 7.30504
17.13 -2.31964 7.29957
17.14 -2.33022 7.29408
17.15 -2.34081 7.28858
17.16 -2.35138 7.28307
17.17 -2.36195 7.27753
17.18 -2.37252 7.27199
17.19 -2.38308 7.26642
17.2 -2.39363 7.26084
17.21 -2.40418 7.25524
17.22 -2.41473 7.24963
17.23 -2.42527 7.244
17.24 -2.4358 7.23835
17.25 -2.44633 7.23269
17.26 -2.45685 7.22701
17.27 -2.46737 7.22131
17.28 -2.47788 7.2156
17.29 -2.48839 7.20987
17.3 -2.49889 7.20413
17.31 -2.50938 7.19837
17.32 -2.51987 7.19259
17.33 -2.53035 7.1868
17.34 -2.54083 7.18099
17.35 -2.5513 7.17516
17.36 -2.56177 7.16932
17.37 -2.57223 7.16346
17.38 -2.58268 7.15759
17.39 -2.59313 7.1517
17.4 -2.60357 7.14579
17.41 -2.61401 7.13987
17.42 -2.62444 7.13393
17.43 -2.63487 7.12797
17.44 -2.64529 7.122
17.45 -2.6557 7.11601
17.46 -2.66611 7.11001
17.47 -2.67651 7.10399
17.48 -2.6869 7.09795
17.49 -2.69729 7.0919
17.5 -2.70767 7.08583
17.51 -2.71805 7.07974
17.52 -2.72842 7.07364
17.53 -2.73878 7.06753
17.54 -2.74914 7.06139
17.55 -2.75949 7.05524
17.56 -2.76983 7.04907
17.57 -2.78017 7.04289
17.58 -2.7905 7.03669
17.59 -2.80083 7.03048
17.6 -2.81115 7.02425
17.61 -2.82146 7.018
17.62 -2.83177 7.01173
17.63 -2.84207 7.00545
17.64 -2.85236 6.99916
17.65 -2.86264 6.99285
17.66 -2.87292 6.98652
17.67 -2.8832 6.98017
17.68 -2.89346 6.97381
17.69 -2.90372 6.96743
17.7 -2.91398 6.96104
17.71 -2.92422 6.95463
17.72 -2.93446 6.9482
17.73 -2.94469 6.94176
17.74 -2.95492 6.9353
17.75 -2.96514 6.92883
17.76 -2.97535 6.92234
17.77 -2.98555 6.91583
17.78 -2.99575 6.90931
17.79 -3.00594 6.90277
17.8 -3.01612 6.89622
17.81 -3.0263 6.88964
17.82 -3.03647 6.88306
17.83 -3.04663 6.87645
17.84 -3.05679 6.86983
17.85 -3.06694 6.8632
17.86 -3.07708 6.85654
17.87 -3.08721 6.84987
17.88 -3.09734 6.84319
17.89 -3.10746 6.83649
17.9 -3.11757 6.82977
17.91 -3.12767 6.82304
17.92 -3.13777 6.81629
17.93 -3.14786 6.80952
17.94 -3.15794 6.80274
17.95 -3.16801 6.79595
17.96 -3.17808 6.78913
17.97 -3.18814 6.7823
17.98 -3.19819 6.77546
17.99 -3.20824 6.76859
18 -3.21827 6.76172
18.01 -3.2283 6.75482
18.02 -3.23832 6.74791
18.03 -3.24834 6.74098
18.04 -3.25834 6.73404
18.05 -3.26834 6.72708
18.06 -3.27833 6.72011
18.07 -3.28831 6.71312
18.08 -3.29829 6.70611
18.09 -3.30825 6.69909
18.1 -3.31821 6.69205
18.11 -3.32816 6.68499
18.12 -3.3381 6.67792
18.13 -3.34804 6.67084
18.14 -3.35796 6.66373
18.15 -3.36788 6.65661
18.16 -3.37779 6.64948
18.17 -3.3877 6.64233
18.18 -3.39759 6.63516
18.19 -3.40748 6.62798
18.2 -3.41735 6.62078
18.21 -3.42722 6.61356
18.22 -3.43708 6.60633
18.23 -3.44694 6.59908
18.24 -3.45678 6.59182
18.25 -3.46662 6.58454
18.26 -3.47644 6.57725
18.27 -3.48626 6.56993
18.28 -3.49607 6.56261
18.29 -3.50588 6.55526
18.3 -3.51567 6.5479
18.31 -3.52545 6.54053
18.32 -3.53523 6.53314
18.33 -3.545 6.52573
18.34 -3.55476 6.51831
18.35 -3.56451 6.51087
18.36 -3.57425 6.50341
18.37 -3.58398 6.49594
18.38 -3.59371 6.48846
18.39 -3.60342 6.48095
18.4 -3.61313 6.47344
18.41 -3.62283 6.4659
18.42 -3.63252 6.45835
18.43 -3.6422 6.45079
18.44 -3.65187 6.4432
18.45 -3.66153 6.43561
18.46 -3.67118 6.42799
18.47 -3.68083 6.42036
18.48 -3.69046 6.41272
18.49 -3.70009 6.40506
18.5 -3.7097 6.39738
18.51 -3.71931 6.38969
18.52 -3.72891 6.38198
18.53 -3.7385 6.37425
18.54 -3.74808 6.36651
18.55 -3.75765 6.35876
18.56 -3.76721 6.35099
18.57 -3.77676 6.3432
18.58 -3.7863 6.3354
18.59 -3.79584 6.32758
18.6 -3.80536 6.31974
18.61 -3.81487 6.31189
18.62 -3.82438 6.30402
18.63 -3.83387 6.29614
18.64 -3.84336 6.28824
18.65 -3.85283 6.28033
18.66 -3.8623 6.2724
18.67 -3.87176 6.26446
18.68 -3.8812 6.2565
18.69 -3.89064 6.24852
18.7 -3.90007 6.24053
18.71 -3.90948 6.23252
18.72 -3.91889 6.2245
18.73 -3.92829 6.21646
18.74 -3.93768 6.2084
18.75 -3.94706 6.20033
18.76 -3.95642 6.19225
18.77 -3.96578 6.18415
18.78 -3.97513 6.17603
18.79 -3.98447 6.1679
18.8 -3.9938 6.15975
18.81 -4.00311 6.15159
18.82 -4.01242 6.14341
18.83 -4.02172 6.13521
18.84 -4.03101 6.127
18.85 -4.04028 6.11878
18.86 -4.04955 6.11054
18.87 -4.05881 6.10228
18.88 -4.06805 6.09401
18.89 -4.07729 6.08572
18.9 -4.08652 6.07741
18.91 -4.09573 6.0691
18.92 -4.10494 6.06076
18.93 -4.11413 6.05241
18.94 -4.12331 6.04405
18.95 -4.13249 6.03567
18.96 -4.14165 6.02727
18.97 -4.1508 6.01886
18.98 -4.15994 6.01043
18.99 -4.16908 6.00199
19 -4.1782 5.99353
19.01 -4.1873 5.98506
19.02 -4.1964 5.97657
19.03 -4.20549 5.96807
19.04 -4.21457 5.95955
19.05 -4.22364 5.95101
19.06 -4.23269 5.94246
19.07 -4.24174 5.9339
19.08 -4.25077 5.92532
19.09 -4.25979 5.91672
19.1 -4.2688 5.90811
19.11 -4.2778 5.89949
19.12 -4.28679 5.89085
19.13 -4.29577 5.88219
19.14 -4.30474 5.87352
19.15 -4.3137 5.86483
19.16 -4.32264 5.85613
19.17 -4.33158 5.84741
19.18 -4.3405 5.83868
19.19 -4.34941 5.82993
19.2 -4.35831 5.82117
19.21 -4.3672 5.81239
19.22 -4.37608 5.8036
19.23 -4.38494 5.79479
19.24 -4.3938 5.78597
19.25 -4.40264 5.77713
19.26 -4.41147 5.76827
19.27 -4.42029 5.75941
19.28 -4.4291 5.75052
19.29 -4.4379 5.74162
19.3 -4.44668 5.73271
19.31 -4.45546 5.72378
19.32 -4.46422 5.71484
19.33 -4.47297 5.70588
19.34 -4.48171 5.69691
19.35 -4.49043 5.68792
19.36 -4.49915 5.67891
19.37 -4.50785 5.66989
19.38 -4.51654 5.66086
19.39 -4.52522 5.65181
19.4 -4.53389 5.64275
19.41 -4.54255 5.63367
19.42 -4.55119 5.62458
19.43 -4.55982 5.61547
19.44 -4.56844 5.60635
19.45 -4.57705 5.59721
19.46 -4.58564 5.58806
19.47 -4.59423 5.57889
19.48 -4.6028 5.56971
19.49 -4.61136 5.56051
19.5 -4.6199 5.5513
19.51 -4.62844 5.54208
19.52 -4.63696 5.53284
19.53 -4.64547 5.52358
19.54 -4.65397 5.51431
19.55 -4.66245 5.50503
19.56 -4.67092 5.49573
19.57 -4.67938 5.48641
19.58 -4.68783 5.47708
19.59 -4.69627 5.46774
19.6 -4.70469 5.45838
19.61 -4.7131 5.44901
19.62 -4.7215 5.43962
19.63 -4.72988 5.43022
19.64 -4.73825 5.4208
19.65 -4.74661 5.41137
19.66 -4.75496 5.40193
19.67 -4.76329 5.39247
19.68 -4.77161 5.38299
19.69 -4.77992 5.37351
