t x y
22.3 -6.42256 2.46601
22.31 -6.42653 2.45352
22.32 -6.43049 2.44103
22.33 -6.43442 2.42852
22.34 -6.43833 2.41601
22.35 -6.44223 2.4035
22.36 -6.4461 2.39097
22.37 -6.44996 2.37844
22.38 -6.45379 2.3659
22.39 -6.4576 2.35335
22.4 -6.4614 2.3408
22.41 -6.46517 2.32824
22.42 -6.46893 2.31567
22.43 -6.47266 2.30309
22.44 -6.47638 2.29051
22.45 -6.48007 2.27792
22.46 -6.48375 2.26532
22.47 -6.4874 2.25272
22.48 -6.49104 2.24011
22.49 -6.49465 2.22749
22.5 -6.49825 2.21487
22.51 -6.50182 2.20223
22.52 -6.50538 2.1896
22.53 -6.50891 2.17695
22.54 -6.51242 2.1643
22.55 -6.51592 2.15164
22.56 -6.51939 2.13898
22.57 -6.52285 2.1263
22.58 -6.52628 2.11363
22.59 -6.52969 2.10094
22.6 -6.53309 2.08825
22.61 -6.53646 2.07555
22.62 -6.53981 2.06285
22.63 -6.54314 2.05014
22.64 -6.54646 2.03742
22.65 -6.54975 2.0247
22.66 -6.55302 2.01197
22.67 -6.55627 1.99923
22.68 -6.5595 1.98649
22.69 -6.56271 1.97374
22.7 -6.5659 1.96098
22.71 -6.56907 1.94822
22.72 -6.57222 1.93546
22.73 -6.57535 1.92269
22.74 -6.57846 1.90991
22.75 -6.58154 1.89712
22.76 -6.58461 1.88433
22.77 -6.58766 1.87154
22.78 -6.59068 1.85873
22.79 -6.59369 1.84592
22.8 -6.59667 1.83311
22.81 -6.59964 1.82029
22.82 -6.60258 1.80747
22.83 -6.60551 1.79464
22.84 -6.60841 1.7818
22.85 -6.61129 1.76896
22.86 -6.61415 1.75611
22.87 -6.61699 1.74326
22.88 -6.61981 1.7304
22.89 -6.62261 1.71754
22.9 -6.62539 1.70467
22.91 -6.62815 1.69179
22.92 -6.63089 1.67891
22.93 -6.63361 1.66603
22.94 -6.6363 1.65314
22.95 -6.63898 1.64024
22.96 -6.64163 1.62734
22.97 -6.64427 1.61444
22.98 -6.64688 1.60153
22.99 -6.64947 1.58861
23 -6.65204 1.57569
23.01 -6.65459 1.56276
23.02 -6.65712 1.54983
23.03 -6.65963 1.5369
23.04 -6.66212 1.52396
23.05 -6.66459 1.51101
23.06 -6.66703 1.49806
23.07 -6.66946 1.48511
23.08 -6.67186 1.47215
23.09 -6.67425 1.45919
23.1 -6.67661 1.44622
23.11 -6.67895 1.43325
23.12 -6.68127 1.42027
23.13 -6.68357 1.40729
23.14 -6.68585 1.3943
23.15 -6.68811 1.38131
23.16 -6.69035 1.36832
23.17 -6.69256 1.35532
23.18 -6.69476 1.34231
23.19 -6.69693 1.32931
23.2 -6.69908 1.31629
23.21 -6.70121 1.30328
23.22 -6.70333 1.29026
23.23 -6.70541 1.27724
23.24 -6.70748 1.26421
23.25 -6.70953 1.25118
23.26 -6.71156 1.23814
23.27 -6.71356 1.2251
23.28 -6.71555 1.21206
23.29 -6.71751 1.19901
23.3 -6.71945 1.18596
23.31 -6.72137 1.1729
23.32 -6.72327 1.15984
23.33 -6.72515 1.14678
23.34 -6.72701 1.13372
23.35 -6.72884 1.12065
23.36 -6.73066 1.10757
23.37 -6.73245 1.0945
23.38 -6.73422 1.08142
23.39 -6.73597 1.06833
23.4 -6.7377 1.05525
23.41 -6.73941 1.04216
23.42 -6.7411 1.02906
23.43 -6.74277 1.01597
23.44 -6.74441 1.00287
23.45 -6.74603 0.989764
23.46 -6.74764 0.976658
23.47 -6.74922 0.963549
23.48 -6.75078 0.950436
23.49 -6.75232 0.937321
23.5 -6.75383 0.924203
23.51 -6.75533 0.911082
23.52 -6.7568 0.897958
23.53 -6.75826 0.884831
23.54 -6.75969 0.871702
23.55 -6.7611 0.858569
23.56 -6.76249 0.845434
23.57 -6.76386 0.832297
23.58 -6.7652 0.819156
23.59 -6.76653 0.806013
23.6 -6.76783 0.792868
23.61 -6.76911 0.77972
23.62 -6.77037 0.766569
23.63 -6.77161 0.753417
23.64 -6.77283 0.740261
23.65 -6.77403 0.727104
23.66 -6.7752 0.713944
23.67 -6.77636 0.700782
23.68 -6.77749 0.687617
23.69 -6.7786 0.674451
23.7 -6.77969 0.661282
23.71 -6.78076 0.648111
23.72 -6.7818 0.634938
23.73 -6.78283 0.621764
23.74 -6.78383 0.608587
23.75 -6.78481 0.595408
23.76 -6.78577 0.582227
23.77 -6.78671 0.569045
23.78 -6.78763 0.555861
23.79 -6.78853 0.542675
23.8 -6.7894 0.529487
23.81 -6.79025 0.516298
23.82 -6.79109 0.503107
23.83 -6.7919 0.489914
23.84 -6.79268 0.47672
23.85 -6.79345 0.463524
23.86 -6.7942 0.450327
23.87 -6.79492 0.437128
23.88 -6.79562 0.423928
23.89 -6.79631 0.410727
23.9 -6.79696 0.397524
23.91 -6.7976 0.38432
23.92 -6.79822 0.371115
23.93 -6.79881 0.357909
23.94 -6.79939 0.344702
23.95 -6.79994 0.331493
23.96 -6.80047 0.318284
23.97 -6.80098 0.305073
23.98 -6.80147 0.291862
23.99 -6.80193 0.278649
24 -6.80237 0.265436
24.01 -6.8028 0.252222
24.02 -6.8032 0.239007
24.03 -6.80358 0.225791
24.04 -6.80394 0.212574
24.05 -6.80427 0.199357
24.06 -6.80459 0.18614
24.07 -6.80488 0.172921
24.08 -6.80515 0.159702
24.09 -6.8054 0.146483
24.1 -6.80563 0.133263
24.11 -6.80584 0.120043
24.12 -6.80602 0.106822
24.13 -6.80618 0.0936011
24.14 -6.80633 0.0803798
24.15 -6.80645 0.0671582
24.16 -6.80655 0.0539364
24.17 -6.80662 0.0407145
24.18 -6.80668 0.0274924
24.19 -6.80671 0.0142702
24.2 -6.80673 0.00104804
24.21 -6.80672 -0.0121742
24.22 -6.80669 -0.0253963
24.23 -6.80663 -0.0386184
24.24 -6.80656 -0.0518404
24.25 -6.80646 -0.0650622
24.26 -6.80635 -0.0782838
24.27 -6.80621 -0.0915051
24.28 -6.80605 -0.104726
24.29 -6.80587 -0.117947
24.3 -6.80566 -0.131167
24.31 -6.80544 -0.144387
24.32 -6.80519 -0.157607
24.33 -6.80492 -0.170826
24.34 -6.80463 -0.184044
24.35 -6.80432 -0.197262
24.36 -6.80399 -0.210479
24.37 -6.80364 -0.223696
24.38 -6.80326 -0.236912
24.39 -6.80286 -0.250127
24.4 -6.80244 -0.263341
24.41 -6.802 -0.276554
24.42 -6.80154 -0.289767
24.43 -6.80106 -0.302979
24.44 -6.80055 -0.316189
24.45 -6.80002 -0.329399
24.46 -6.79948 -0.342608
24.47 -6.79891 -0.355815
24.48 -6.79832 -0.369022
24.49 -6.7977 -0.382227
24.5 -6.79707 -0.395431
24.51 -6.79641 -0.408634
24.52 -6.79573 -0.421836
24.53 -6.79503 -0.435036
24.54 -6.79431 -0.448235
24.55 -6.79357 -0.461432
24.56 -6.79281 -0.474628
24.57 -6.79202 -0.487822
24.58 -6.79122 -0.501015
24.59 -6.79039 -0.514207
24.6 -6.78954 -0.527396
24.61 -6.78867 -0.540584
24.62 -6.78777 -0.553771
24.63 -6.78686 -0.566955
24.64 -6.78592 -0.580138
24.65 -6.78497 -0.593319
24.66 -6.78399 -0.606498
24.67 -6.78299 -0.619675
24.68 -6.78197 -0.63285
24.69 -6.78092 -0.646023
24.7 -6.77986 -0.659194
24.71 -6.77877 -0.672363
24.72 -6.77767 -0.68553
24.73 -6.77654 -0.698695
24.74 -6.77539 -0.711857
24.75 -6.77422 -0.725018
24.76 -6.77302 -0.738176
24.77 -6.77181 -0.751331
24.78 -6.77057 -0.764484
24.79 -6.76931 -0.777635
24.8 -6.76804 -0.790784
24.81 -6.76674 -0.80393
24.82 -6.76541 -0.817073
24.83 -6.76407 -0.830214
24.84 -6.76271 -0.843352
24.85 -6.76132 -0.856487
24.86 -6.75991 -0.86962
24.87 -6.75849 -0.88275
24.88 -6.75704 -0.895877
24.89 -6.75556 -0.909002
24.9 -6.75407 -0.922123
24.91 -6.75256 -0.935242
24.92 -6.75102 -0.948358
24.93 -6.74947 -0.96147
24.94 -6.74789 -0.97458
24.95 -6.74629 -0.987686
24.96 -6.74467 -1.00079
24.97 -6.74303 -1.01389
24.98 -6.74137 -1.02699
24.99 -6.73968 -1.04008
25 -6.73798 -1.05317
25.01 -6.73625 -1.06626
25.02 -6.7345 -1.07934
25.03 -6.73273 -1.09242
25.04 -6.73094 -1.1055
25.05 -6.72913 -1.11857
25.06 -6.7273 -1.13164
25.07 -6.72545 -1.14471
25.08 -6.72357 -1.15777
25.09 -6.72167 -1.17083
25.1 -6.71976 -1.18389
25.11 -6.71782 -1.19694
25.12 -6.71586 -1.20999
25.13 -6.71388 -1.22303
25.14 -6.71188 -1.23607
25.15 -6.70985 -1.24911
25.16 -6.70781 -1.26214
25.17 -6.70574 -1.27517
25.18 -6.70366 -1.28819
25.19 -6.70155 -1.30122
25.2 -6.69942 -1.31423
25.21 -6.69727 -1.32724
25.22 -6.6951 -1.34025
25.23 -6.69291 -1.35326
25.24 -6.6907 -1.36626
25.25 -6.68847 -1.37925
25.26 -6.68621 -1.39224
25.27 -6.68394 -1.40523
25.28 -6.68164 -1.41821
25.29 -6.67932 -1.43119
25.3 -6.67698 -1.44416
25.31 -6.67462 -1.45713
25.32 -6.67224 -1.4701
25.33 -6.66984 -1.48306
25.34 -6.66742 -1.49601
25.35 -6.66498 -1.50896
25.36 -6.66251 -1.52191
25.37 -6.66003 -1.53485
25.38 -6.65752 -1.54778
25.39 -6.655 -1.56071
25.4 -6.65245 -1.57364
25.41 -6.64988 -1.58656
25.42 -6.64729 -1.59948
25.43 -6.64468 -1.61239
25.44 -6.64205 -1.6253
25.45 -6.6394 -1.6382
25.46 -6.63673 -1.65109
25.47 -6.63404 -1.66398
25.48 -6.63132 -1.67687
25.49 -6.62859 -1.68975
25.5 -6.62583 -1.70263
25.51 -6.62306 -1.7155
25.52 -6.62026 -1.72836
25.53 -6.61744 -1.74122
25.54 -6.61461 -1.75407
25.55 -6.61175 -1.76692
25.56 -6.60887 -1.77976
25.57 -6.60597 -1.7926
25.58 -6.60305 -1.80543
25.59 -6.60011 -1.81826
25.6 -6.59715 -1.83108
25.61 -6.59416 -1.84389
25.62 -6.59116 -1.8567
25.63 -6.58814 -1.86951
25.64 -6.5851 -1.8823
25.65 -6.58203 -1.89509
25.66 -6.57895 -1.90788
25.67 -6.57584 -1.92066
25.68 -6.57272 -1.93343
25.69 -6.56957 -1.9462
25.7 -6.5664 -1.95896
25.71 -6.56322 -1.97172
25.72 -6.56001 -1.98447
25.73 -6.55678 -1.99721
25.74 -6.55354 -2.00995
25.75 -6.55027 -2.02268
25.76 -6.54698 -2.0354
25.77 -6.54367 -2.04812
25.78 -6.54034 -2.06083
25.79 -6.53699 -2.07354
25.8 -6.53362 -2.08624
25.81 -6.53023 -2.09893
25.82 -6.52682 -2.11162
25.83 -6.52339 -2.12429
25.84 -6.51994 -2.13697
25.85 -6.51647 -2.14963
25.86 -6.51298 -2.16229
25.87 -6.50947 -2.17495
25.88 -6.50594 -2.18759
25.89 -6.50239 -2.20023
25.9 -6.49882 -2.21286
25.91 -6.49522 -2.22549
25.92 -6.49161 -2.23811
25.93 -6.48798 -2.25072
25.94 -6.48433 -2.26333
25.95 -6.48066 -2.27592
25.96 -6.47697 -2.28851
25.97 -6.47325 -2.3011
25.98 -6.46952 -2.31368
25.99 -6.46577 -2.32625
26 -6.462 -2.33881
26.01 -6.45821 -2.35136
26.02 -6.4544 -2.36391
26.03 -6.45057 -2.37645
26.04 -6.44671 -2.38899
26.05 -6.44284 -2.40151
26.06 -6.43895 -2.41403
26.07 -6.43504 -2.42654
26.08 -6.43111 -2.43905
26.09 -6.42716 -2.45154
26.1 -6.42319 -2.46403
26.11 -6.4192 -2.47651
26.12 -6.41519 -2.48899
26.13 -6.41117 -2.50145
26.14 -6.40712 -2.51391
26.15 -6.40305 -2.52636
26.16 -6.39896 -2.5388
26.17 -6.39485 -2.55124
26.18 -6.39073 -2.56367
26.19 -6.38658 -2.57609
26.2 -6.38241 -2.5885
26.21 -6.37823 -2.6009
26.22 -6.37402 -2.6133
26.23 -6.3698 -2.62568
26.24 -6.36555 -2.63806
26.25 -6.36129 -2.65044
26.26 -6.35701 -2.6628
26.27 -6.3527 -2.67515
26.28 -6.34838 -2.6875
26.29 -6.34404 -2.69984
26.3 -6.33968 -2.71217
26.31 -6.3353 -2.72449
26.32 -6.3309 -2.73681
26.33 -6.32648 -2.74911
26.34 -6.32205 -2.76141
26.35 -6.31759 -2.7737
26.36 -6.31311 -2.78598
26.37 -6.30862 -2.79825
26.38 -6.3041 -2.81052
26.39 -6.29957 -2.82277
26.4 -6.29501 -2.83502
26.41 -6.29044 -2.84726
26.42 -6.28585 -2.85949
26.43 -6.28124 -2.87171
26.44 -6.27661 -2.88392
26.45 -6.27196 -2.89612
26.46 -6.2673 -2.90832
26.47 -6.26261 -2.9205
26.48 -6.2579 -2.93268
26.49 -6.25318 -2.94485
26.5 -6.24844 -2.957
26.51 -6.24367 -2.96915
26.52 -6.23889 -2.9813
26.53 -6.23409 -2.99343
26.54 -6.22927 -3.00555
26.55 -6.22444 -3.01766
26.56 -6.21958 -3.02977
26.57 -6.2147 -3.04186
26.58 -6.20981 -3.05395
26.59 -6.2049 -3.06603
26.6 -6.19996 -3.0781
26.61 -6.19501 -3.09015
26.62 -6.19005 -3.1022
26.63 -6.18506 -3.11424
26.64 -6.18005 -3.12627
26.65 -6.17503 -3.13829
26.66 -6.16998 -3.15031
26.67 -6.16492 -3.16231
26.68 -6.15984 -3.1743
26.69 -6.15474 -3.18628
26.7 -6.14962 -3.19826
26.71 -6.14449 -3.21022
26.72 -6.13933 -3.22218
26.73 -6.13416 -3.23412
26.74 -6.12897 -3.24606
26.75 -6.12376 -3.25798
26.76 -6.11853 -3.2699
26.77 -6.11329 -3.2818
26.78 -6.10802 -3.2937
26.79 -6.10274 -3.30558
26.8 -6.09744 -3.31746
26.81 -6.09212 -3.32933
26.82 -6.08678 -3.34118
26.83 -6.08143 -3.35303
26.84 -6.07605 -3.36486
26.85 -6.07066 -3.37669
26.86 -6.06525 -3.38851
26.87 -6.05982 -3.40031
26.88 -6.05438 -3.41211
26.89 -6.04891 -3.42389
26.9 -6.04343 -3.43567
26.91 -6.03793 -3.44744
26.92 -6.03241 -3.45919
26.93 -6.02687 -3.47094
26.94 -6.02132 -3.48267
26.95 -6.01575 -3.49439
26.96 -6.01016 -3.50611
26.97 -6.00455 -3.51781
26.98 -5.99893 -3.5295
26.99 -5.99328 -3.54119
27 -5.98762 -3.55286
27.01 -5.98194 -3.56452
27.02 -5.97625 -3.57617
27.03 -5.97053 -3.58781
27.04 -5.9648 -3.59944
27.05 -5.95905 -3.61106
27.06 -5.95328 -3.62267
27.07 -5.9475 -3.63427
27.08 -5.9417 -3.64585
27.09 -5.93588 -3.65743
27.1 -5.93004 -3.66899
27.11 -5.92418 -3.68055
27.12 -5.91831 -3.69209
27.13 -5.91242 -3.70362
27.14 -5.90651 -3.71515
27.15 -5.90059 -3.72666
27.16 -5.89465 -3.73816
27.17 -5.88869 -3.74965
27.18 -5.88271 -3.76112
27.19 -5.87672 -3.77259
27.2 -5.87071 -3.78405
27.21 -5.86468 -3.79549
27.22 -5.85863 -3.80693
27.23 -5.85257 -3.81835
27.24 -5.84649 -3.82976
27.25 -5.84039 -3.84116
27.26 -5.83428 -3.85255
27.27 -5.82815 -3.86393
27.28 -5.822 -3.87529
27.29 -5.81584 -3.88665
27.3 -5.80965 -3.89799
27.31 -5.80345 -3.90932
27.32 -5.79724 -3.92064
27.33 -5.79101 -3.93195
27.34 -5.78476 -3.94325
27.35 -5.77849 -3.95454
27.36 -5.77221 -3.96581
27.37 -5.7659 -3.97707
27.38 -5.75959 -3.98833
27.39 -5.75325 -3.99957
27.4 -5.7469 -4.01079
27.41 -5.74054 -4.02201
27.42 -5.73415 -4.03322
27.43 -5.72775 -4.04441
27.44 -5.72133 -4.05559
27.45 -5.7149 -4.06676
27.46 -5.70845 -4.07792
27.47 -5.70198 -4.08907
27.48 -5.6955 -4.1002
27.49 -5.689 -4.11132
27.5 -5.68248 -4.12243
27.51 -5.67595 -4.13353
27.52 -5.6694 -4.14462
27.53 -5.66284 -4.15569
27.54 -5.65625 -4.16676
27.55 -5.64966 -4.17781
27.56 -5.64304 -4.18885
27.57 -5.63641 -4.19987
27.58 -5.62976 -4.21089
27.59 -5.6231 -4.22189
27.6 -5.61642 -4.23288
27.61 -5.60972 -4.24386
27.62 -5.60301 -4.25483
27.63 -5.59629 -4.26578
27.64 -5.58954 -4.27672
27.65 -5.58278 -4.28765
27.66 -5.57601 -4.29857
27.67 -5.56921 -4.30947
27.68 -5.56241 -4.32037
27.69 -5.55558 -4.33125
27.7 -5.54874 -4.34211
27.71 -5.54189 -4.35297
27.72 -5.53502 -4.36381
27.73 -5.52813 -4.37464
27.74 -5.52123 -4.38546
27.75 -5.51431 -4.39626
27.76 -5.50737 -4.40706
27.77 -5.50042 -4.41784
27.78 -5.49346 -4.42861
27.79 -5.48648 -4.43936
27.8 -5.47948 -4.4501
27.81 -5.47247 -4.46083
27.82 -5.46544 -4.47155
27.83 -5.4584 -4.48225
27.84 -5.45134 -4.49295
27.85 -5.44426 -4.50362
27.86 -5.43717 -4.51429
27.87 -5.43007 -4.52494
27.88 -5.42295 -4.53558
27.89 -5.41581 -4.54621
27.9 -5.40866 -4.55683
27.91 -5.40149 -4.56743
27.92 -5.39431 -4.57802
27.93 -5.38711 -4.58859
27.94 -5.3799 -4.59916
27.95 -5.37267 -4.60971
27.96 -5.36543 -4.62025
27.97 -5.35817 -4.63077
27.98 -5.3509 -4.64128
27.99 -5.34361 -4.65178
28 -5.33631 -4.66226
28.01 -5.32899 -4.67274
28.02 -5.32166 -4.68319
28.03 -5.31431 -4.69364
28.04 -5.30695 -4.70407
28.05 -5.29957 -4.71449
28.06 -5.29218 -4.7249
28.07 -5.28477 -4.73529
28.08 -5.27735 -4.74567
28.09 -5.26991 -4.75604
28.1 -5.26246 -4.76639
28.11 -5.25499 -4.77673
28.12 -5.24751 -4.78706
28.13 -5.24002 -4.79737
28.14 -5.23251 -4.80767
28.15 -5.22498 -4.81796
28.16 -5.21744 -4.82823
28.17 -5.20989 -4.83849
28.18 -5.20232 -4.84873
28.19 -5.19474 -4.85897
28.2 -5.18714 -4.86918
28.21 -5.17953 -4.87939
28.22 -5.1719 -4.88958
28.23 -5.16426 -4.89976
28.24 -5.15661 -4.90993
28.25 -5.14894 -4.92008
28.26 -5.14125 -4.93021
28.27 -5.13356 -4.94034
28.28 -5.12584 -4.95045
28.29 -5.11812 -4.96054
28.3 -5.11038 -4.97063
28.31 -5.10262 -4.9807
28.32 -5.09486 -4.99075
28.33 -5.08707 -5.00079
28.34 -5.07928 -5.01082
28.35 -5.07147 -5.02084
28.36 -5.06364 -5.03084
28.37 -5.05581 -5.04082
28.38 -5.04795 -5.0508
28.39 -5.04009 -5.06075
28.4 -5.03221 -5.0707
28.41 -5.02431 -5.08063
28.42 -5.01641 -5.09055
28.43 -5.00849 -5.10045
28.44 -5.00055 -5.11034
28.45 -4.9926 -5.12021
28.46 -4.98464 -5.13007
28.47 -4.97666 -5.13992
28.48 -4.96868 -5.14975
28.49 -4.96067 -5.15957
28.5 -4.95266 -5.16938
28.51 -4.94463 -5.17917
28.52 -4.93658 -5.18895
28.53 -4.92853 -5.19871
28.54 -4.92046 -5.20846
28.55 -4.91237 -5.21819
28.56 -4.90428 -5.22791
28.57 -4.89617 -5.23762
28.58 -4.88804 -5.24731
28.59 -4.87991 -5.25699
28.6 -4.87176 -5.26665
28.61 -4.86359 -5.2763
28.62 -4.85542 -5.28593
28.63 -4.84723 -5.29555
28.64 -4.83902 -5.30516
28.65 -4.83081 -5.31475
28.66 -4.82258 -5.32433
28.67 -4.81434 -5.33389
28.68 -4.80608 -5.34344
28.69 -4.79782 -5.35298
28.7 -4.78954 -5.3625
28.71 -4.78124 -5.372
28.72 -4.77294 -5.38149
28.73 -4.76462 -5.39097
28.74 -4.75628 -5.40043
28.75 -4.74794 -5.40988
28.76 -4.73958 -5.41931
28.77 -4.73121 -5.42873
28.78 -4.72283 -5.43813
28.79 -4.71443 -5.44752
28.8 -4.70603 -5.4569
28.81 -4.69761 -5.46626
28.82 -4.68917 -5.4756
28.83 -4.68073 -5.48493
28.84 -4.67227 -5.49425
28.85 -4.6638 -5.50355
28.86 -4.65532 -5.51284
28.87 -4.64682 -5.52211
28.88 -4.63831 -5.53137
28.89 -4.62979 -5.54061
28.9 -4.62126 -5.54984
28.91 -4.61272 -5.55906
28.92 -4.60416 -5.56825
28.93 -4.59559 -5.57744
28.94 -4.58701 -5.58661
28.95 -4.57841 -5.59576
28.96 -4.56981 -5.6049
28.97 -4.56119 -5.61403
28.98 -4.55256 -5.62314
28.99 -4.54392 -5.63223
29 -4.53527 -5.64131
29.01 -4.5266 -5.65038
29.02 -4.51792 -5.65943
29.03 -4.50923 -5.66846
29.04 -4.50053 -5.67749
29.05 -4.49182 -5.68649
29.06 -4.48309 -5.69548
29.07 -4.47436 -5.70446
29.08 -4.46561 -5.71342
29.09 -4.45685 -5.72236
29.1 -4.44808 -5.7313
29.11 -4.43929 -5.74021
29.12 -4.4305 -5.74911
29.13 -4.42169 -5.758
29.14 -4.41287 -5.76687
29.15 -4.40404 -5.77573
29.16 -4.3952 -5.78457
29.17 -4.38635 -5.79339
29.18 -4.37749 -5.8022
29.19 -4.36861 -5.811
29.2 -4.35972 -5.81978
29.21 -4.35082 -5.82854
29.22 -4.34192 -5.83729
29.23 -4.33299 -5.84603
29.24 -4.32406 -5.85475
29.25 -4.31512 -5.86345
29.26 -4.30616 -5.87214
29.27 -4.2972 -5.88082
29.28 -4.28822 -5.88948
29.29 -4.27923 -5.89812
29.3 -4.27023 -5.90675
29.31 -4.26123 -5.91536
29.32 -4.2522 -5.92396
29.33 -4.24317 -5.93254
29.34 -4.23413 -5.94111
29.35 -4.22508 -5.94966
29.36 -4.21601 -5.9582
29.37 -4.20694 -5.96672
29.38 -4.19785 -5.97522
29.39 -4.18875 -5.98372
29.4 -4.17964 -5.99219
29.41 -4.17053 -6.00065
29.42 -4.1614 -6.0091
29.43 -4.15226 -6.01752
29.44 -4.14311 -6.02594
29.45 -4.13394 -6.03434
29.46 -4.12477 -6.04272
29.47 -4.11559 -6.05109
29.48 -4.1064 -6.05944
29.49 -4.0972 -6.06778
29.5 -4.08798 -6.0761
29.51 -4.07876 -6.0844
29.52 -4.06952 -6.09269
29.53 -4.06028 -6.10097
29.54 -4.05102 -6.10923
29.55 -4.04176 -6.11747
29.56 -4.03248 -6.1257
29.57 -4.0232 -6.13391
29.58 -4.0139 -6.14211
29.59 -4.00459 -6.15029
29.6 -3.99528 -6.15846
29.61 -3.98595 -6.16661
29.62 -3.97662 -6.17474
29.63 -3.96727 -6.18286
29.64 -3.95791 -6.19097
29.65 -3.94855 -6.19905
29.66 -3.93917 -6.20713
29.67 -3.92978 -6.21518
29.68 -3.92039 -6.22323
29.69 -3.91098 -6.23125
29.7 -3.90156 -6.23926
29.71 -3.89214 -6.24726
29.72 -3.8827 -6.25523
29.73 -3.87326 -6.2632
29.74 -3.8638 -6.27114
29.75 -3.85434 -6.27908
29.76 -3.84486 -6.28699
29.77 -3.83538 -6.29489
29.78 -3.82589 -6.30278
29.79 -3.81638 -6.31065
29.8 -3.80687 -6.3185
29.81 -3.79735 -6.32634
29.82 -3.78782 -6.33416
29.83 -3.77828 -6.34196
29.84 -3.76873 -6.34975
29.85 -3.75917 -6.35753
29.86 -3.7496 -6.36529
29.87 -3.74002 -6.37303
29.88 -3.73043 -6.38076
29.89 -3.72084 -6.38847
29.9 -3.71123 -6.39616
29.91 -3.70162 -6.40384
29.92 -3.69199 -6.41151
29.93 -3.68236 -6.41915
29.94 -3.67272 -6.42678
29.95 -3.66306 -6.4344
29.96 -3.6534 -6.442
29.97 -3.64373 -6.44959
29.98 -3.63406 -6.45715
29.99 -3.62437 -6.46471
30 -3.61467 -6.47224
30.01 -3.60497 -6.47976
30.02 -3.59525 -6.48727
30.03 -3.58553 -6.49476
30.04 -3.5758 -6.50223
30.05 -3.56606 -6.50969
30.06 -3.55631 -6.51713
30.07 -3.54655 -6.52456
30.08 -3.53678 -6.53197
30.09 -3.52701 -6.53936
30.1 -3.51723 -6.54674
30.11 -3.50743 -6.5541
30.12 -3.49763 -6.56144
30.13 -3.48782 -6.56877
30.14 -3.47801 -6.57609
30.15 -3.46818 -6.58339
30.16 -3.45835 -6.59067
30.17 -3.4485 -6.59793
30.18 -3.43865 -6.60518
30.19 -3.42879 -6.61242
30.2 -3.41892 -6.61964
30.21 -3.40905 -6.62684
30.22 -3.39916 -6.63402
30.23 -3.38927 -6.64119
30.24 -3.37937 -6.64835
30.25 -3.36946 -6.65548
30.26 -3.35954 -6.66261
30.27 -3.34962 -6.66971
30.28 -3.33968 -6.6768
30.29 -3.32974 -6.68388
30.3 -3.31979 -6.69093
30.31 -3.30984 -6.69797
30.32 -3.29987 -6.705
30.33 -3.2899 -6.71201
30.34 -3.27992 -6.719
30.35 -3.26993 -6.72598
30.36 -3.25993 -6.73294
30.37 -3.24993 -6.73989
30.38 -3.23991 -6.74682
30.39 -3.22989 -6.75373
30.4 -3.21987 -6.76063
30.41 -3.20983 -6.76751
30.42 -3.19979 -6.77437
30.43 -3.18974 -6.78122
30.44 -3.17968 -6.78805
30.45 -3.16961 -6.79487
30.46 -3.15954 -6.80167
30.47 -3.14946 -6.80845
30.48 -3.13937 -6.81522
30.49 -3.12928 -6.82197
30.5 -3.11917 -6.82871
30.51 -3.10906 -6.83543
30.52 -3.09895 -6.84213
30.53 -3.08882 -6.84882
30.54 -3.07869 -6.85549
30.55 -3.06855 -6.86214
30.56 -3.0584 -6.86878
30.57 -3.04825 -6.8754
30.58 -3.03809 -6.88201
30.59 -3.02792 -6.8886
30.6 -3.01774 -6.89518
30.61 -3.00756 -6.90173
30.62 -2.99737 -6.90828
30.63 -2.98717 -6.9148
30.64 -2.97697 -6.92131
30.65 -2.96676 -6.9278
30.66 -2.95654 -6.93428
30.67 -2.94632 -6.94074
30.68 -2.93609 -6.94719
30.69 -2.92585 -6.95361
30.7 -2.91561 -6.96003
30.71 -2.90535 -6.96642
30.72 -2.8951 -6.9728
30.73 -2.88483 -6.97917
30.74 -2.87456 -6.98551
30.75 -2.86428 -6.99184
30.76 -2.85399 -6.99816
30.77 -2.8437 -7.00446
30.78 -2.8334 -7.01074
30.79 -2.8231 -7.01701
30.8 -2.81279 -7.02326
30.81 -2.80247 -7.02949
30.82 -2.79215 -7.03571
30.83 -2.78182 -7.04191
30.84 -2.77148 -7.0481
30.85 -2.76113 -7.05427
30.86 -2.75078 -7.06042
30.87 -2.74043 -7.06656
30.88 -2.73007 -7.07268
30.89 -2.7197 -7.07878
30.9 -2.70932 -7.08487
30.91 -2.69894 -7.09094
30.92 -2.68855 -7.09699
30.93 -2.67816 -7.10303
30.94 -2.66776 -7.10906
30.95 -2.65735 -7.11506
30.96 -2.64694 -7.12105
30.97 -2.63652 -7.12703
30.98 -2.6261 -7.13299
30.99 -2.61567 -7.13893
31 -2.60524 -7.14485
31.01 -2.59479 -7.15076
31.02 -2.58435 -7.15666
31.03 -2.57389 -7.16253
31.04 -2.56343 -7.16839
31.05 -2.55297 -7.17424
31.06 -2.5425 -7.18007
31.07 -2.53202 -7.18588
31.08 -2.52154 -7.19167
31.09 -2.51105 -7.19745
31.1 -2.50056 -7.20322
31.11 -2.49006 -7.20896
31.12 -2.47955 -7.21469
31.13 -2.46904 -7.22041
31.14 -2.45852 -7.22611
31.15 -2.448 -7.23179
31.16 -2.43748 -7.23745
