t V T
70.53 -1.4507 0.855695
70.54 -1.45087 0.855867
70.55 -1.45104 0.856039
70.56 -1.45121 0.85621
70.57 -1.45138 0.85638
70.58 -1.45155 0.856549
70.59 -1.45172 0.856718
70.6 -1.45189 0.856886
70.61 -1.45205 0.857053
70.62 -1.45222 0.857219
70.63 -1.45238 0.857385
70.64 -1.45255 0.85755
70.65 -1.45271 0.857714
70.66 -1.45288 0.857877
70.67 -1.45304 0.85804
70.68 -1.4532 0.858202
70.69 -1.45336 0.858363
70.7 -1.45352 0.858523
70.71 -1.45368 0.858683
70.72 -1.45384 0.858842
70.73 -1.454 0.859
70.74 -1.45416 0.859157
70.75 -1.45431 0.859314
70.76 -1.45447 0.859469
70.77 -1.45462 0.859625
70.78 -1.45478 0.859779
70.79 -1.45493 0.859932
70.8 -1.45509 0.860085
70.81 -1.45524 0.860237
70.82 -1.45539 0.860388
70.83 -1.45554 0.860539
70.84 -1.45569 0.860688
70.85 -1.45584 0.860837
70.86 -1.45599 0.860985
70.87 -1.45613 0.861133
70.88 -1.45628 0.861279
70.89 -1.45643 0.861425
70.9 -1.45657 0.86157
70.91 -1.45671 0.861714
70.92 -1.45686 0.861858
70.93 -1.457 0.862001
70.94 -1.45714 0.862142
70.95 -1.45728 0.862284
70.96 -1.45742 0.862424
70.97 -1.45756 0.862563
70.98 -1.4577 0.862702
70.99 -1.45784 0.86284
71 -1.45798 0.862977
71.01 -1.45811 0.863114
71.02 -1.45825 0.863249
71.03 -1.45838 0.863384
71.04 -1.45852 0.863518
71.05 -1.45865 0.863651
71.06 -1.45878 0.863783
71.07 -1.45892 0.863915
71.08 -1.45905 0.864046
71.09 -1.45918 0.864176
71.1 -1.45931 0.864305
71.11 -1.45943 0.864433
71.12 -1.45956 0.864561
71.13 -1.45969 0.864688
71.14 -1.45981 0.864814
71.15 -1.45994 0.864939
71.16 -1.46006 0.865063
71.17 -1.46019 0.865187
71.18 -1.46031 0.86531
71.19 -1.46043 0.865431
71.2 -1.46055 0.865553
71.21 -1.46067 0.865673
71.22 -1.46079 0.865792
71.23 -1.46091 0.865911
71.24 -1.46103 0.866029
71.25 -1.46115 0.866146
71.26 -1.46126 0.866262
71.27 -1.46138 0.866378
71.28 -1.46149 0.866492
71.29 -1.46161 0.866606
71.3 -1.46172 0.866719
71.31 -1.46183 0.866831
71.32 -1.46194 0.866942
71.33 -1.46205 0.867053
71.34 -1.46216 0.867162
71.35 -1.46227 0.867271
71.36 -1.46238 0.867379
71.37 -1.46249 0.867486
71.38 -1.46259 0.867593
71.39 -1.4627 0.867698
71.4 -1.4628 0.867803
71.41 -1.46291 0.867907
71.42 -1.46301 0.86801
71.43 -1.46311 0.868112
71.44 -1.46321 0.868213
71.45 -1.46331 0.868314
71.46 -1.46341 0.868413
71.47 -1.46351 0.868512
71.48 -1.46361 0.86861
71.49 -1.46371 0.868707
71.5 -1.4638 0.868804
71.51 -1.4639 0.868899
71.52 -1.46399 0.868994
71.53 -1.46409 0.869087
71.54 -1.46418 0.86918
71.55 -1.46427 0.869273
71.56 -1.46436 0.869364
71.57 -1.46445 0.869454
71.58 -1.46454 0.869544
71.59 -1.46463 0.869633
71.6 -1.46472 0.86972
71.61 -1.46481 0.869807
71.62 -1.46489 0.869894
71.63 -1.46498 0.869979
71.64 -1.46506 0.870063
71.65 -1.46515 0.870147
71.66 -1.46523 0.87023
71.67 -1.46531 0.870312
71.68 -1.46539 0.870393
71.69 -1.46547 0.870473
71.7 -1.46555 0.870553
71.71 -1.46563 0.870631
71.72 -1.46571 0.870709
71.73 -1.46579 0.870785
71.74 -1.46586 0.870861
71.75 -1.46594 0.870937
71.76 -1.46601 0.871011
71.77 -1.46608 0.871084
71.78 -1.46616 0.871157
71.79 -1.46623 0.871228
71.8 -1.4663 0.871299
71.81 -1.46637 0.871369
71.82 -1.46644 0.871438
71.83 -1.46651 0.871506
71.84 -1.46657 0.871574
71.85 -1.46664 0.87164
71.86 -1.46671 0.871706
71.87 -1.46677 0.871771
71.88 -1.46683 0.871834
71.89 -1.4669 0.871897
71.9 -1.46696 0.87196
71.91 -1.46702 0.872021
71.92 -1.46708 0.872081
71.93 -1.46714 0.872141
71.94 -1.4672 0.8722
71.95 -1.46726 0.872257
71.96 -1.46731 0.872314
71.97 -1.46737 0.872371
71.98 -1.46743 0.872426
71.99 -1.46748 0.87248
72 -1.46753 0.872534
72.01 -1.46759 0.872586
72.02 -1.46764 0.872638
72.03 -1.46769 0.872689
72.04 -1.46774 0.872739
72.05 -1.46779 0.872788
72.06 -1.46784 0.872836
72.07 -1.46788 0.872883
72.08 -1.46793 0.87293
72.09 -1.46798 0.872976
72.1 -1.46802 0.87302
72.11 -1.46806 0.873064
72.12 -1.46811 0.873107
72.13 -1.46815 0.873149
72.14 -1.46819 0.873191
72.15 -1.46823 0.873231
72.16 -1.46827 0.87327
72.17 -1.46831 0.873309
72.18 -1.46835 0.873347
72.19 -1.46838 0.873384
72.2 -1.46842 0.87342
72.21 -1.46845 0.873455
72.22 -1.46849 0.873489
72.23 -1.46852 0.873522
72.24 -1.46855 0.873555
72.25 -1.46859 0.873586
72.26 -1.46862 0.873617
72.27 -1.46865 0.873647
72.28 -1.46868 0.873676
72.29 -1.4687 0.873704
72.3 -1.46873 0.873731
72.31 -1.46876 0.873757
72.32 -1.46878 0.873783
72.33 -1.46881 0.873807
72.34 -1.46883 0.873831
72.35 -1.46885 0.873853
72.36 -1.46888 0.873875
72.37 -1.4689 0.873896
72.38 -1.46892 0.873916
72.39 -1.46894 0.873936
72.4 -1.46895 0.873954
72.41 -1.46897 0.873971
72.42 -1.46899 0.873988
72.43 -1.469 0.874004
72.44 -1.46902 0.874018
72.45 -1.46903 0.874032
72.46 -1.46905 0.874045
72.47 -1.46906 0.874058
72.48 -1.46907 0.874069
72.49 -1.46908 0.874079
72.5 -1.46909 0.874089
72.51 -1.4691 0.874097
72.52 -1.46911 0.874105
72.53 -1.46911 0.874112
72.54 -1.46912 0.874118
72.55 -1.46912 0.874123
72.56 -1.46913 0.874127
72.57 -1.46913 0.87413
72.58 -1.46913 0.874133
72.59 -1.46913 0.874134
72.6 -1.46914 0.874135
72.61 -1.46913 0.874135
72.62 -1.46913 0.874134
72.63 -1.46913 0.874132
72.64 -1.46913 0.874129
72.65 -1.46913 0.874125
72.66 -1.46912 0.87412
72.67 -1.46911 0.874115
72.68 -1.46911 0.874108
72.69 -1.4691 0.874101
72.7 -1.46909 0.874093
72.71 -1.46908 0.874084
72.72 -1.46907 0.874074
72.73 -1.46906 0.874063
72.74 -1.46905 0.874051
72.75 -1.46904 0.874039
72.76 -1.46903 0.874025
72.77 -1.46901 0.874011
72.78 -1.469 0.873995
72.79 -1.46898 0.873979
72.8 -1.46896 0.873962
72.81 -1.46894 0.873944
72.82 -1.46893 0.873926
72.83 -1.46891 0.873906
72.84 -1.46889 0.873885
72.85 -1.46886 0.873864
72.86 -1.46884 0.873841
72.87 -1.46882 0.873818
72.88 -1.46879 0.873794
72.89 -1.46877 0.873769
72.9 -1.46874 0.873743
72.91 -1.46872 0.873717
72.92 -1.46869 0.873689
72.93 -1.46866 0.87366
72.94 -1.46863 0.873631
72.95 -1.4686 0.873601
72.96 -1.46857 0.87357
72.97 -1.46854 0.873538
72.98 -1.4685 0.873505
72.99 -1.46847 0.873471
73 -1.46844 0.873436
73.01 -1.4684 0.873401
73.02 -1.46836 0.873364
73.03 -1.46833 0.873327
73.04 -1.46829 0.873289
73.05 -1.46825 0.87325
73.06 -1.46821 0.87321
73.07 -1.46817 0.873169
73.08 -1.46813 0.873127
73.09 -1.46808 0.873085
73.1 -1.46804 0.873041
73.11 -1.468 0.872997
73.12 -1.46795 0.872952
73.13 -1.46791 0.872905
73.14 -1.46786 0.872859
73.15 -1.46781 0.872811
73.16 -1.46776 0.872762
73.17 -1.46771 0.872712
73.18 -1.46766 0.872662
73.19 -1.46761 0.872611
73.2 -1.46756 0.872558
73.21 -1.46751 0.872505
73.22 -1.46745 0.872451
73.23 -1.4674 0.872397
73.24 -1.46734 0.872341
73.25 -1.46728 0.872284
73.26 -1.46723 0.872227
73.27 -1.46717 0.872169
73.28 -1.46711 0.87211
73.29 -1.46705 0.87205
73.3 -1.46699 0.871989
73.31 -1.46693 0.871927
73.32 -1.46686 0.871864
73.33 -1.4668 0.871801
73.34 -1.46674 0.871736
73.35 -1.46667 0.871671
73.36 -1.46661 0.871605
73.37 -1.46654 0.871538
73.38 -1.46647 0.87147
73.39 -1.4664 0.871402
73.4 -1.46633 0.871332
73.41 -1.46626 0.871262
73.42 -1.46619 0.871191
73.43 -1.46612 0.871118
73.44 -1.46605 0.871045
73.45 -1.46597 0.870972
73.46 -1.4659 0.870897
73.47 -1.46582 0.870821
73.48 -1.46575 0.870745
73.49 -1.46567 0.870668
73.5 -1.46559 0.87059
73.51 -1.46551 0.870511
73.52 -1.46543 0.870431
73.53 -1.46535 0.87035
73.54 -1.46527 0.870269
73.55 -1.46519 0.870186
73.56 -1.4651 0.870103
73.57 -1.46502 0.870019
73.58 -1.46493 0.869934
73.59 -1.46485 0.869848
73.6 -1.46476 0.869762
73.61 -1.46467 0.869674
73.62 -1.46459 0.869586
73.63 -1.4645 0.869497
73.64 -1.46441 0.869407
73.65 -1.46432 0.869316
73.66 -1.46422 0.869224
73.67 -1.46413 0.869131
73.68 -1.46404 0.869038
73.69 -1.46394 0.868944
73.7 -1.46385 0.868849
73.71 -1.46375 0.868753
73.72 -1.46366 0.868656
73.73 -1.46356 0.868558
73.74 -1.46346 0.86846
73.75 -1.46336 0.868361
73.76 -1.46326 0.868261
73.77 -1.46316 0.86816
73.78 -1.46306 0.868058
73.79 -1.46296 0.867955
73.8 -1.46285 0.867852
73.81 -1.46275 0.867748
73.82 -1.46264 0.867642
73.83 -1.46254 0.867536
73.84 -1.46243 0.86743
73.85 -1.46232 0.867322
73.86 -1.46221 0.867214
73.87 -1.4621 0.867104
73.88 -1.46199 0.866994
73.89 -1.46188 0.866883
73.9 -1.46177 0.866772
73.91 -1.46166 0.866659
73.92 -1.46155 0.866546
73.93 -1.46143 0.866432
73.94 -1.46132 0.866317
73.95 -1.4612 0.866201
73.96 -1.46108 0.866084
73.97 -1.46097 0.865967
73.98 -1.46085 0.865848
73.99 -1.46073 0.865729
74 -1.46061 0.865609
74.01 -1.46049 0.865489
74.02 -1.46037 0.865367
74.03 -1.46024 0.865245
74.04 -1.46012 0.865122
74.05 -1.46 0.864998
74.06 -1.45987 0.864873
74.07 -1.45975 0.864747
74.08 -1.45962 0.864621
74.09 -1.45949 0.864494
74.1 -1.45937 0.864366
74.11 -1.45924 0.864237
74.12 -1.45911 0.864107
74.13 -1.45898 0.863977
74.14 -1.45885 0.863846
74.15 -1.45871 0.863714
74.16 -1.45858 0.863581
74.17 -1.45845 0.863447
74.18 -1.45831 0.863313
74.19 -1.45818 0.863178
74.2 -1.45804 0.863042
74.21 -1.4579 0.862905
74.22 -1.45777 0.862767
74.23 -1.45763 0.862629
74.24 -1.45749 0.86249
74.25 -1.45735 0.86235
74.26 -1.45721 0.862209
74.27 -1.45707 0.862067
74.28 -1.45693 0.861925
74.29 -1.45678 0.861782
74.3 -1.45664 0.861638
74.31 -1.45649 0.861494
74.32 -1.45635 0.861348
74.33 -1.4562 0.861202
74.34 -1.45606 0.861055
74.35 -1.45591 0.860907
74.36 -1.45576 0.860759
74.37 -1.45561 0.860609
74.38 -1.45546 0.860459
74.39 -1.45531 0.860308
74.4 -1.45516 0.860157
74.41 -1.455 0.860004
74.42 -1.45485 0.859851
74.43 -1.4547 0.859697
74.44 -1.45454 0.859543
74.45 -1.45439 0.859387
74.46 -1.45423 0.859231
74.47 -1.45407 0.859074
74.48 -1.45392 0.858916
74.49 -1.45376 0.858758
74.5 -1.4536 0.858598
74.51 -1.45344 0.858438
74.52 -1.45328 0.858278
74.53 -1.45312 0.858116
74.54 -1.45295 0.857954
74.55 -1.45279 0.857791
74.56 -1.45263 0.857627
74.57 -1.45246 0.857462
74.58 -1.4523 0.857297
74.59 -1.45213 0.857131
74.6 -1.45196 0.856964
74.61 -1.4518 0.856797
74.62 -1.45163 0.856629
74.63 -1.45146 0.85646
74.64 -1.45129 0.85629
74.65 -1.45112 0.856119
74.66 -1.45095 0.855948
74.67 -1.45078 0.855776
74.68 -1.4506 0.855603
74.69 -1.45043 0.85543
74.7 -1.45026 0.855256
74.71 -1.45008 0.855081
74.72 -1.44991 0.854905
74.73 -1.44973 0.854729
74.74 -1.44955 0.854552
74.75 -1.44937 0.854374
74.76 -1.4492 0.854196
74.77 -1.44902 0.854016
74.78 -1.44884 0.853836
74.79 -1.44866 0.853656
74.8 -1.44847 0.853474
74.81 -1.44829 0.853292
74.82 -1.44811 0.853109
74.83 -1.44793 0.852926
74.84 -1.44774 0.852742
74.85 -1.44756 0.852557
74.86 -1.44737 0.852371
74.87 -1.44718 0.852185
74.88 -1.447 0.851997
74.89 -1.44681 0.85181
74.9 -1.44662 0.851621
74.91 -1.44643 0.851432
74.92 -1.44624 0.851242
74.93 -1.44605 0.851051
74.94 -1.44586 0.85086
74.95 -1.44567 0.850668
74.96 -1.44548 0.850475
74.97 -1.44528 0.850282
74.98 -1.44509 0.850088
74.99 -1.44489 0.849893
75 -1.4447 0.849698
75.01 -1.4445 0.849501
75.02 -1.4443 0.849305
75.03 -1.44411 0.849107
75.04 -1.44391 0.848909
75.05 -1.44371 0.84871
75.06 -1.44351 0.84851
75.07 -1.44331 0.84831
75.08 -1.44311 0.848109
75.09 -1.44291 0.847907
75.1 -1.44271 0.847705
75.11 -1.4425 0.847502
75.12 -1.4423 0.847299
75.13 -1.44209 0.847094
75.14 -1.44189 0.846889
75.15 -1.44168 0.846684
75.16 -1.44148 0.846477
75.17 -1.44127 0.84627
75.18 -1.44106 0.846063
75.19 -1.44085 0.845854
75.2 -1.44065 0.845645
75.21 -1.44044 0.845436
75.22 -1.44023 0.845226
75.23 -1.44001 0.845015
75.24 -1.4398 0.844803
75.25 -1.43959 0.844591
75.26 -1.43938 0.844378
75.27 -1.43916 0.844164
75.28 -1.43895 0.84395
75.29 -1.43874 0.843735
75.3 -1.43852 0.84352
75.31 -1.4383 0.843304
75.32 -1.43809 0.843087
75.33 -1.43787 0.84287
75.34 -1.43765 0.842652
75.35 -1.43743 0.842433
75.36 -1.43721 0.842214
75.37 -1.43699 0.841994
75.38 -1.43677 0.841773
75.39 -1.43655 0.841552
75.4 -1.43633 0.84133
75.41 -1.43611 0.841108
75.42 -1.43588 0.840885
75.43 -1.43566 0.840661
75.44 -1.43544 0.840437
75.45 -1.43521 0.840212
75.46 -1.43499 0.839986
75.47 -1.43476 0.83976
75.48 -1.43453 0.839533
75.49 -1.43431 0.839306
75.5 -1.43408 0.839078
75.51 -1.43385 0.838849
75.52 -1.43362 0.83862
75.53 -1.43339 0.83839
75.54 -1.43316 0.838159
75.55 -1.43293 0.837928
75.56 -1.4327 0.837697
75.57 -1.43246 0.837464
75.58 -1.43223 0.837232
75.59 -1.432 0.836998
75.6 -1.43176 0.836764
75.61 -1.43153 0.836529
75.62 -1.43129 0.836294
75.63 -1.43106 0.836058
75.64 -1.43082 0.835822
75.65 -1.43059 0.835585
75.66 -1.43035 0.835347
75.67 -1.43011 0.835109
75.68 -1.42987 0.83487
75.69 -1.42963 0.834631
75.7 -1.42939 0.834391
75.71 -1.42915 0.834151
75.72 -1.42891 0.833909
75.73 -1.42867 0.833668
75.74 -1.42843 0.833426
75.75 -1.42818 0.833183
75.76 -1.42794 0.832939
75.77 -1.4277 0.832695
75.78 -1.42745 0.832451
75.79 -1.42721 0.832206
75.8 -1.42696 0.83196
75.81 -1.42671 0.831714
75.82 -1.42647 0.831467
75.83 -1.42622 0.83122
75.84 -1.42597 0.830972
75.85 -1.42572 0.830724
75.86 -1.42547 0.830475
75.87 -1.42523 0.830225
75.88 -1.42498 0.829975
75.89 -1.42472 0.829724
75.9 -1.42447 0.829473
75.91 -1.42422 0.829222
75.92 -1.42397 0.828969
75.93 -1.42372 0.828717
75.94 -1.42346 0.828463
75.95 -1.42321 0.828209
75.96 -1.42295 0.827955
75.97 -1.4227 0.8277
75.98 -1.42244 0.827444
75.99 -1.42219 0.827188
76 -1.42193 0.826932
76.01 -1.42167 0.826675
76.02 -1.42142 0.826417
76.03 -1.42116 0.826159
76.04 -1.4209 0.8259
76.05 -1.42064 0.825641
76.06 -1.42038 0.825382
76.07 -1.42012 0.825121
76.08 -1.41986 0.824861
76.09 -1.4196 0.824599
76.1 -1.41934 0.824338
76.11 -1.41908 0.824075
76.12 -1.41881 0.823813
76.13 -1.41855 0.823549
76.14 -1.41829 0.823286
76.15 -1.41802 0.823021
76.16 -1.41776 0.822757
76.17 -1.41749 0.822491
76.18 -1.41723 0.822226
76.19 -1.41696 0.821959
76.2 -1.41669 0.821692
76.21 -1.41643 0.821425
76.22 -1.41616 0.821157
76.23 -1.41589 0.820889
76.24 -1.41562 0.82062
76.25 -1.41535 0.820351
76.26 -1.41508 0.820082
76.27 -1.41481 0.819811
76.28 -1.41454 0.819541
76.29 -1.41427 0.81927
76.3 -1.414 0.818998
76.31 -1.41373 0.818726
76.32 -1.41345 0.818453
76.33 -1.41318 0.81818
76.34 -1.41291 0.817907
76.35 -1.41263 0.817633
76.36 -1.41236 0.817358
76.37 -1.41208 0.817083
76.38 -1.41181 0.816808
76.39 -1.41153 0.816532
76.4 -1.41126 0.816256
76.41 -1.41098 0.815979
76.42 -1.4107 0.815702
76.43 -1.41042 0.815424
76.44 -1.41015 0.815146
76.45 -1.40987 0.814867
76.46 -1.40959 0.814588
76.47 -1.40931 0.814309
76.48 -1.40903 0.814029
76.49 -1.40875 0.813748
76.5 -1.40847 0.813467
76.51 -1.40819 0.813186
76.52 -1.4079 0.812904
76.53 -1.40762 0.812622
76.54 -1.40734 0.81234
76.55 -1.40706 0.812057
76.56 -1.40677 0.811773
76.57 -1.40649 0.811489
76.58 -1.40621 0.811205
76.59 -1.40592 0.81092
76.6 -1.40564 0.810635
76.61 -1.40535 0.810349
76.62 -1.40506 0.810063
76.63 -1.40478 0.809777
76.64 -1.40449 0.80949
76.65 -1.4042 0.809203
76.66 -1.40392 0.808915
76.67 -1.40363 0.808627
76.68 -1.40334 0.808339
76.69 -1.40305 0.80805
76.7 -1.40276 0.80776
76.71 -1.40247 0.80747
76.72 -1.40218 0.80718
76.73 -1.40189 0.80689
76.74 -1.4016 0.806599
76.75 -1.40131 0.806307
76.76 -1.40102 0.806016
76.77 -1.40072 0.805723
76.78 -1.40043 0.805431
76.79 -1.40014 0.805138
76.8 -1.39984 0.804845
76.81 -1.39955 0.804551
76.82 -1.39926 0.804257
76.83 -1.39896 0.803962
76.84 -1.39867 0.803667
76.85 -1.39837 0.803372
76.86 -1.39808 0.803076
76.87 -1.39778 0.80278
76.88 -1.39748 0.802484
76.89 -1.39719 0.802187
76.9 -1.39689 0.80189
76.91 -1.39659 0.801592
76.92 -1.39629 0.801294
76.93 -1.396 0.800996
76.94 -1.3957 0.800697
76.95 -1.3954 0.800398
76.96 -1.3951 0.800099
76.97 -1.3948 0.799799
76.98 -1.3945 0.799499
76.99 -1.3942 0.799198
77 -1.3939 0.798898
77.01 -1.3936 0.798596
77.02 -1.39329 0.798295
77.03 -1.39299 0.797993
77.04 -1.39269 0.797691
77.05 -1.39239 0.797388
77.06 -1.39209 0.797085
77.07 -1.39178 0.796782
77.08 -1.39148 0.796478
77.09 -1.39117 0.796174
77.1 -1.39087 0.79587
77.11 -1.39057 0.795565
77.12 -1.39026 0.79526
77.13 -1.38995 0.794955
77.14 -1.38965 0.794649
77.15 -1.38934 0.794343
77.16 -1.38904 0.794036
77.17 -1.38873 0.79373
77.18 -1.38842 0.793423
77.19 -1.38812 0.793115
77.2 -1.38781 0.792808
77.21 -1.3875 0.7925
77.22 -1.38719 0.792191
77.23 -1.38688 0.791883
77.24 -1.38657 0.791574
77.25 -1.38626 0.791264
77.26 -1.38595 0.790955
77.27 -1.38565 0.790645
77.28 -1.38533 0.790335
77.29 -1.38502 0.790024
77.3 -1.38471 0.789713
77.31 -1.3844 0.789402
77.32 -1.38409 0.789091
77.33 -1.38378 0.788779
77.34 -1.38347 0.788467
77.35 -1.38315 0.788155
77.36 -1.38284 0.787842
77.37 -1.38253 0.787529
77.38 -1.38222 0.787216
77.39 -1.3819 0.786902
77.4 -1.38159 0.786588
77.41 -1.38127 0.786274
77.42 -1.38096 0.78596
77.43 -1.38065 0.785645
77.44 -1.38033 0.78533
77.45 -1.38001 0.785015
77.46 -1.3797 0.784699
77.47 -1.37938 0.784383
77.48 -1.37907 0.784067
77.49 -1.37875 0.783751
77.5 -1.37843 0.783434
77.51 -1.37812 0.783117
77.52 -1.3778 0.7828
77.53 -1.37748 0.782482
77.54 -1.37716 0.782165
77.55 -1.37685 0.781847
77.56 -1.37653 0.781528
77.57 -1.37621 0.78121
77.58 -1.37589 0.780891
77.59 -1.37557 0.780572
77.6 -1.37525 0.780252
77.61 -1.37493 0.779933
77.62 -1.37461 0.779613
77.63 -1.37429 0.779293
77.64 -1.37397 0.778972
77.65 -1.37365 0.778652
77.66 -1.37333 0.778331
77.67 -1.37301 0.77801
77.68 -1.37269 0.777688
77.69 -1.37237 0.777367
77.7 -1.37204 0.777045
77.71 -1.37172 0.776723
77.72 -1.3714 0.7764
77.73 -1.37108 0.776078
77.74 -1.37075 0.775755
77.75 -1.37043 0.775432
77.76 -1.37011 0.775108
77.77 -1.36978 0.774785
77.78 -1.36946 0.774461
77.79 -1.36914 0.774137
77.8 -1.36881 0.773813
77.81 -1.36849 0.773488
77.82 -1.36816 0.773164
77.83 -1.36784 0.772839
77.84 -1.36751 0.772513
77.85 -1.36719 0.772188
77.86 -1.36686 0.771862
77.87 -1.36654 0.771537
77.88 -1.36621 0.771211
77.89 -1.36588 0.770884
77.9 -1.36556 0.770558
77.91 -1.36523 0.770231
77.92 -1.3649 0.769904
77.93 -1.36458 0.769577
77.94 -1.36425 0.76925
77.95 -1.36392 0.768922
77.96 -1.36359 0.768595
77.97 -1.36327 0.768267
77.98 -1.36294 0.767939
77.99 -1.36261 0.76761
78 -1.36228 0.767282
78.01 -1.36195 0.766953
78.02 -1.36162 0.766624
78.03 -1.3613 0.766295
78.04 -1.36097 0.765966
78.05 -1.36064 0.765636
78.06 -1.36031 0.765307
78.07 -1.35998 0.764977
78.08 -1.35965 0.764647
78.09 -1.35932 0.764316
78.1 -1.35899 0.763986
78.11 -1.35866 0.763655
78.12 -1.35832 0.763325
78.13 -1.35799 0.762994
78.14 -1.35766 0.762662
78.15 -1.35733 0.762331
78.16 -1.357 0.762
78.17 -1.35667 0.761668
78.18 -1.35634 0.761336
78.19 -1.356 0.761004
78.2 -1.35567 0.760672
78.21 -1.35534 0.76034
78.22 -1.35501 0.760007
78.23 -1.35467 0.759674
78.24 -1.35434 0.759341
78.25 -1.35401 0.759008
78.26 -1.35368 0.758675
78.27 -1.35334 0.758342
78.28 -1.35301 0.758008
78.29 -1.35267 0.757675
78.3 -1.35234 0.757341
78.31 -1.35201 0.757007
78.32 -1.35167 0.756673
78.33 -1.35134 0.756339
78.34 -1.351 0.756004
78.35 -1.35067 0.75567
78.36 -1.35033 0.755335
78.37 -1.35 0.755
78.38 -1.34967 0.754665
78.39 -1.34933 0.75433
78.4 -1.34899 0.753995
78.41 -1.34866 0.753659
78.42 -1.34832 0.753324
78.43 -1.34799 0.752988
78.44 -1.34765 0.752652
78.45 -1.34732 0.752316
78.46 -1.34698 0.75198
78.47 -1.34664 0.751644
78.48 -1.34631 0.751307
78.49 -1.34597 0.750971
78.5 -1.34563 0.750634
78.51 -1.3453 0.750297
78.52 -1.34496 0.74996
78.53 -1.34462 0.749623
78.54 -1.34429 0.749286
78.55 -1.34395 0.748949
78.56 -1.34361 0.748612
78.57 -1.34327 0.748274
78.58 -1.34294 0.747937
78.59 -1.3426 0.747599
78.6 -1.34226 0.747261
78.61 -1.34192 0.746923
78.62 -1.34159 0.746585
78.63 -1.34125 0.746247
78.64 -1.34091 0.745909
78.65 -1.34057 0.74557
78.66 -1.34023 0.745232
78.67 -1.33989 0.744893
78.68 -1.33955 0.744554
78.69 -1.33922 0.744216
78.7 -1.33888 0.743877
78.71 -1.33854 0.743538
78.72 -1.3382 0.743199
78.73 -1.33786 0.742859
78.74 -1.33752 0.74252
78.75 -1.33718 0.742181
78.76 -1.33684 0.741841
78.77 -1.3365 0.741502
78.78 -1.33616 0.741162
78.79 -1.33582 0.740822
78.8 -1.33548 0.740482
78.81 -1.33514 0.740142
78.82 -1.3348 0.739802
78.83 -1.33446 0.739462
78.84 -1.33412 0.739122
78.85 -1.33378 0.738782
78.86 -1.33344 0.738441
78.87 -1.3331 0.738101
78.88 -1.33276 0.73776
78.89 -1.33242 0.73742
78.9 -1.33208 0.737079
78.91 -1.33174 0.736738
78.92 -1.3314 0.736398
78.93 -1.33106 0.736057
78.94 -1.33072 0.735716
78.95 -1.33037 0.735375
78.96 -1.33003 0.735034
78.97 -1.32969 0.734693
78.98 -1.32935 0.734351
78.99 -1.32901 0.73401
79 -1.32867 0.733669
79.01 -1.32833 0.733327
79.02 -1.32799 0.732986
79.03 -1.32764 0.732644
79.04 -1.3273 0.732303
79.05 -1.32696 0.731961
79.06 -1.32662 0.731619
79.07 -1.32628 0.731278
79.08 -1.32594 0.730936
79.09 -1.32559 0.730594
79.1 -1.32525 0.730252
79.11 -1.32491 0.72991
79.12 -1.32457 0.729568
79.13 -1.32423 0.729226
79.14 -1.32388 0.728884
79.15 -1.32354 0.728542
79.16 -1.3232 0.728199
79.17 -1.32286 0.727857
79.18 -1.32251 0.727515
79.19 -1.32217 0.727173
79.2 -1.32183 0.72683
79.21 -1.32149 0.726488
79.22 -1.32115 0.726145
79.23 -1.3208 0.725803
79.24 -1.32046 0.72546
79.25 -1.32012 0.725118
79.26 -1.31978 0.724775
79.27 -1.31943 0.724433
79.28 -1.31909 0.72409
79.29 -1.31875 0.723747
79.3 -1.3184 0.723405
79.31 -1.31806 0.723062
79.32 -1.31772 0.722719
79.33 -1.31738 0.722376
79.34 -1.31703 0.722034
79.35 -1.31669 0.721691
79.36 -1.31635 0.721348
79.37 -1.31601 0.721005
79.38 -1.31566 0.720662
79.39 -1.31532 0.720319
79.4 -1.31498 0.719976
79.41 -1.31463 0.719633
79.42 -1.31429 0.71929
79.43 -1.31395 0.718947
79.44 -1.3136 0.718604
79.45 -1.31326 0.718261
79.46 -1.31292 0.717918
79.47 -1.31258 0.717575
79.48 -1.31223 0.717232
79.49 -1.31189 0.716889
79.5 -1.31155 0.716546
79.51 -1.3112 0.716203
79.52 -1.31086 0.71586
79.53 -1.31052 0.715517
79.54 -1.31017 0.715174
79.55 -1.30983 0.714831
79.56 -1.30949 0.714488
79.57 -1.30915 0.714145
79.58 -1.3088 0.713802
79.59 -1.30846 0.713459
79.6 -1.30812 0.713116
79.61 -1.30777 0.712773
79.62 -1.30743 0.71243
79.63 -1.30709 0.712087
79.64 -1.30674 0.711744
79.65 -1.3064 0.711401
79.66 -1.30606 0.711058
79.67 -1.30572 0.710715
79.68 -1.30537 0.710372
79.69 -1.30503 0.710029
79.7 -1.30469 0.709686
79.71 -1.30434 0.709343
79.72 -1.304 0.709
79.73 -1.30366 0.708657
79.74 -1.30331 0.708315
79.75 -1.30297 0.707972
79.76 -1.30263 0.707629
79.77 -1.30229 0.707286
79.78 -1.30194 0.706943
79.79 -1.3016 0.706601
79.8 -1.30126 0.706258
79.81 -1.30092 0.705915
79.82 -1.30057 0.705573
79.83 -1.30023 0.70523
79.84 -1.29989 0.704887
79.85 -1.29954 0.704545
79.86 -1.2992 0.704202
79.87 -1.29886 0.70386
